"id","content","content_en","content_fr","content_kr","content_scn","content_tcn","content_ina","content_thai"
2364,"まぁ、それだけ魔物を倒してるってことか。","We have taken out too many monsters after all.","En même temps, c'est vrai qu'on a tué pas mal de monstres.",,"毕竟我们打倒了那么多的魔物了。","畢竟我們打倒了那麼多的魔物了。",,
2365,"死霊が大量に出てきたのもそれが原因でしょうか。","Is that the reason that caused the specters to appear in such a great number?","C'est sûrement la raison pour laquelle autant de spectres sont apparus.",,"死灵会大量出现也是因为那样吗？","死靈會大量出現也是因為那樣嗎？",,
2366,"かもしれねえな。","Might be.","Possible.",,"可能吧。","可能吧。",,
2367,"だけど、パンプキングはどうやって死霊を操る力を","But...how did the Pumpking obtain his power to command the specters?","Mais je me demande comment cette grosse citrouille a appris",,"但是，南瓜王是怎么得到操纵死灵的力量的？","但是，南瓜王是怎麼得到操縱死靈的力量的？",,
2368,"得たんだろうな。",,"à manipuler les spectres.",,,,,
2369,"わかりません。","Beats me.","Je n'en sais rien.",,"不知道。","不知道。",,
2370,"今までこのような事はなかったはずです。","It has never happened before.","Ce n'est jamais arrivé par le passé.",,"至今应该从没发生过这种事。","至今應該從沒發生過這種事。",,
2371,"パンプキングの所に行って、わかればいいけどな……","It would be great if we could find out the cause of this when we get to the Pumpking...","Ça aurait été bien si on avait pu lui demander...",,"到南瓜王的那边之後，可以得知原因就好了……","到南瓜王的那邊之後，可以得知原因就好了……",,
2372,"パンプキングがこんなになっちまうってんだから","So this is what the Pumpking has turned into... hatred really is a terrible thing.","À voir ce qu'elle est devenue,",,"南瓜王已经变成这样了，怨恨真是恐怖啊。","南瓜王已經變成這樣了，怨恨真是恐怖啊。",,
2373,"恨みってのは恐ろしいな。",,"la haine, c'est pas beau à voir !",,,,,
2374,"死霊達もいなくなりました。","And the specters have vanished.","Les spectres ont disparu.",,"死灵们也消失了。","死靈們也消失了。",,
2375,"やっぱりパンプキングが全ての元凶だったってことか。","So the Pumpking really was the culprit behind this?","C'était bien la citrouille qui les manipulait.",,"果然南瓜王就是一切的元兇吗。","果然南瓜王就是一切的元兇嗎。",,
2376,"私達が魔物を倒し続けたら、また現れるかもしれません。","If we keep defeating more monsters, perhaps he would appear once more.","Si nous continuons à tuer ces créatures, elle risque de réapparaître.",,"要是我们继续打倒魔物的话，可能会再出现也不一定。","要是我們繼續打倒魔物的話，可能會再出現也不一定。",,
2377,"そうだとしても、俺達にはやるべき事がある。","Even so, there are things we still must do.","Peut-être, mais on a une mission à remplir.",,"就算这样，我们还是有该做的事。","就算這樣，我們還是有該做的事。",,
2378,"邪魔をするなら倒していくしかないだろ。","If he were to get in our way, we'd have no choice but to defeat him.","Tous ceux qui se mettent sur notre chemin périront.",,"如果他们要妨碍我们的话，也只能打倒啦。","如果他們要妨礙我們的話，也只能打倒啦。",,
2379,"結界は消えたが、まだ多くの死霊の気配を感じる。","Although the barrier is now gone, the presence of specter remains strong.","La barrière a disparu, mais les spectres sont toujours là.",,"虽然结界消失了，但是还有很多死灵的气息。","雖然結界消失了，但是還有很多死靈的氣息。",,
2380,"そのようですね。どうしましょう。","That seems to be the case. What should we do?","On dirait bien. Que faisons-nous ?",,"看来是这样，要怎么办？","看來是這樣，要怎麼辦？",,
2381,"魂の抜けた者達の存在など、恐れるに足りぬ。","Beings that have lost their soul are nothing to fear.","On ne va pas s'inquiéter pour des âmes sans corps.",,"已失去灵魂者的存在，不足以畏惧。","已失去靈魂者的存在，不足以畏懼。",,
2382,"進もう。","Let's move on.","On avance.",,"前进吧。","前進吧。",,
2383,"死霊を操る能力……","The power to manipulate the specters...","La capacité à contrôler les morts...",,"操纵死灵的能力……","操縱死靈的能力……",,
2384,"パンプキングにそのような力があるとはな。","I didn't realize the Pumpking had such power.","Qui aurait cru qu'une citrouille aurait un tel pouvoir ?",,"没想到南瓜王有那样的力量。","沒想到南瓜王有那樣的力量。",,
2385,"私も初めて目にする力でした。","It was the first time for me to witness that power as well.","C'est la première fois que je vois une telle chose.",,"我也是第一次见到这种力量。","我也是第一次見到這種力量。",,
2386,"あれは恨みの力だ。その感情ならよく知っている。","That is the power of hatred...I am very familiar with that emotion.","C'est la force de la rancune. Je connais bien ce sentiment.",,"那是怨恨的力量，我很清楚那种感情。","那是怨恨的力量，我很清楚那種感情。",,
2387,"奴に会うのが楽しみになってきた。","I am beginning to look forward to meeting him.","J'ai hâte de le rencontrer.",,"我开始期待见到那傢伙了。","我開始期待見到那傢伙了。",,
2388,"この地自体が恨みの念によって作られていたということか。","Do you mean to say that this area has been created out of hatred?","Peut-être que la terre-même est faite de haine ?",,"也就是说，这片土地本身就是用怨恨做出来的吗。","也就是說，這片土地本身就是用怨恨做出來的嗎。",,
2389,"魔物達を倒し続けたら","And if we were to keep defeating monsters, it would happen again?","Si nous continuons à tuer des monstres",,"要是持续打倒魔物们的话，又会发生这种事吗？","要是持續打倒魔物們的話，又會發生這種事嗎？",,
2390,"またこのような事が起こるのでしょうか。",,"la même chose pourrait se produire à nouveau.",,,,,
2391,"ともすればな。だが恨み、恐れ、妬み、","It could happen again.","Peut-être. Mais la rancœur, la colère, la haine,",,"可能又会变成这样吧。","可能又會變成這樣吧。",,
2392,"そのような感情を向けられるのには慣れている。","But hatred, fear, envy... I am very used to enemies driven by such emotions.","j'y suis habitué.",,"但是怨恨、恐惧、嫉妒，我已经很习惯带着这种感情而来的敌人了。","但是怨恨、恐懼、嫉妒，我已經很習慣帶著這種感情而來的敵人了。",,
2393,"所詮は植物。敵ではなかったな。","It's nothing more than a vegetable and no match for me.","Après tout, ce n'était qu'un légume. Ça ne compte pas comme ennemi.",,"终究只是个植物，不是我的对手。","終究只是個植物，不是我的對手。",,
2394,"結界も消えて、先に進めるようです。","The barrier is gone now, we can press on.","La barrière a également disparu. Il semblerait que nous puissions continuer notre route.",,"结界也消失了，可以前进了。","結界也消失了，可以前進了。",,
2395,"よし、早いところ原因を探り出すぞ。","Good, let's find the cause as quickly as possible.","Bon, on se dépêche de trouver la raison de tout ce remue-ménage.",,"很好，早点把原因找出来吧。","很好，早點把原因找出來吧。",,
2396,"パンプキングもずいぶんと姑息な真似をするように","That's a despicable move from the Pumpking.","Cette Citrouille a des manières",,"南瓜王竟然还搞这种卑鄙的手段啊。","南瓜王竟然還搞這種卑鄙的手段啊。",,
2397,"なったものだ。",,"peu recommandables.",,,,,
2398,"ドルイドもカブも、パンプキングの手先だったのですね。","So the Druid and Swede were both henchmen of the Pumpking.","Le Druide et le Navet n'étaient que des sous-fifres de la Citrouille.",,"德鲁伊跟芜菁，原来也是南瓜王的手下啊。","德魯伊跟蕪菁，原來也是南瓜王的手下啊。",,
2399,"どうやって死霊を操る力を手に入れ、","I can't help but wonder how he obtained the power to control the specters and how he got his underlings.","Je me demande comment il a réussi à mettre la main sur le pouvoir de manipuler les esprits",,"有点在意他是怎么得到操纵死灵的力量，然後又是怎么得到属下的。","有點在意他是怎麼得到操縱死靈的力量，然後又是怎麼得到屬下的。",,
2400,"配下を得たのかは気になるな。",,"et de les soumettre de la sorte.",,,,,
2401,"何か、強い念が関係しているように思えます。","I get this feeling that it has to do with a very intense emotion.","La réponse réside certainement dans un désir très fort.",,"总觉得，是跟某种强烈意念有关係。","總覺得，是跟某種強烈意念有關係。",,
2402,"それもパンプキングの所へ行けばわかるだろう。","We will find out once we get to the Pumpking.","On le saura en trouvant la Citrouille.",,"只要到南瓜王那儿就知道了吧。","只要到南瓜王那兒就知道了吧。",,
2403,"確かに強い怨念だった。","It is a truly intense feeling of grudge.","C'était en tout cas une rancœur sans pareille.",,"的确是很强的怨念。","的確是很強的怨念。",,
