"id","name","weapon_no","passive_id","card_cost","restriction","image","caption","weapon_type","material_use_cnt","material_add_param","material_exp","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
172,"トート",172,,1,48,"item_f_zv02.swf","ATK-3。DEF-3。持つ者に語りかけ、死へと誘惑する。魔の宿るサーベル。",0,0,0,0,"2010-06-18 08:30:02 UTC","Thot","Thot","토트","托特","托特",,,"ATK-3. DEF-3. The insidious magic that lurks in this blade whispers seductively to those who wield it, drawing them towards their own demise.","ATK-3. DEF-3. Épée qui invite à la mort.","ATK-3,DEF-3/소유자에게 말을 걸어 죽음으로 유혹한다.악마가 머무는 사벨.","ATK-3,DEF-3,对持有者细语，引诱其走向死亡。寄宿有魔性的军刀。","ATK-3,DEF-3,對持有者細語，引誘其走向死亡。寄宿有魔性的軍刀。",,
173,"コスモス",173,,0,49,"item_f_zw00.swf","ATK+2。可憐な花があしらわれたステッキ。秩序の観測者へ力を与える。",0,0,0,0,"2010-06-18 08:30:02 UTC","Cosmos","Cosmos","코스모스","波斯菊","波斯菊",,,"ATK+2. This flower garnished wand gives power to the order of observers.","ATK+2. Adorable canne ornée d'une fleur. Elle donne de la force à l'Observateur de l'Ordre.","ATK+2/ 가련한 꽃이 장식된 스틱. 질서의 관측자에게 힘을 준다.","攻击+2,装饰有可爱花朵的手杖。赋予秩序观察者力量。","攻擊+2,裝飾有可愛花朵的手杖。賦予秩序觀察者力量。",,
174,"トゥインクルフェザー",174,,1,49,"item_f_zw01.swf","遠隔ATK+3。遠隔DEF+2。命を生み出す羽ペン。少女が想い描いた魔法のアイテム。",0,0,0,0,"2010-06-18 08:30:02 UTC","Twinklefeather","Plume de Twinkle","트윙클 페더","闪烁羽毛","閃爍羽毛",,,"Long Range ATK+3. Long Range DEF+2. A quill pen that can draw forth life. An item that a young girl could use to produce magical sketches.","Longue portée ATK+3. Longue portée DEF+2. Stylo à encre qui donne la vie. Une petite fille a imaginé cet objet magique.","원거리ATK+3,원거리 DEF+2/ 생명을 낳는 날개 펜. 소녀가 꿈꿨던 마법의 아이템.","远距离攻击+3。远距离防御+2。孕育生命的羽毛笔。可以描绘出少女梦想的魔术道具。","遠距離攻擊+3。遠距離防禦+2。孕育生命的羽毛筆。可以描繪出少女夢想的魔術道具。",,
175,"プリズムドリーム",175,,1,49,"item_f_zw02.swf","ATK+3。純粋な想いを形にしたステッキ。少女の空想を実像へ変える。",0,0,0,0,"2010-06-18 08:30:02 UTC","Shephard's Crook","Shepherd Crook","셰퍼드 크룩","稜鏡幻梦","稜鏡幻夢",,,"ATK+3. A long pole that curves into a hook at one end. It confers greater control over magical familiars.","ATK+3. Canne qui se courbe comme un crochet. Elle donne une incroyable puissance.","ATK+3/ 갈고리 모양으로 굽은 스틱, 사용마에 강력한 강제력을 가진다.","攻击+3。以纯真思念成形的魔杖。将少女的空想转化为实体。","攻擊+3。以純真思念成形的魔杖。將少女的空想轉化為實體。",,
176,"黒水仙",176,,0,50,"item_f_zx00.swf","DEF+3。遠隔ATK-2。瘴気のなかで咲く黒水仙。省みぬ者を守るアミュレット。",0,0,0,0,"2010-06-18 08:30:02 UTC","Black Narcissus","Narcisse Noir",,"黑水仙","黑水仙",,,"DEF+3, Long Range ATK-2. The Black Narcissus which is blooming in sickening airs. A Talisman guards the one who do not repent.","DEF+3. Longue portée ATK-2. Narcisse noir qui s'épanouit dans les miasmes. Amulette qui protège les pêcheurs.",,"防御+3,远距离攻击-2,在瘴气里盛开的黑水仙。守护不知反省者的护符。","防禦+3,遠距離攻擊-2,在瘴氣裡盛開的黑水仙。守護不知反省者的護符。",,
177,"禍罪",177,,1,50,"item_f_zx01.swf","近接DEF+5。災厄を振りまく禍々しい呪いの杖。",0,0,0,0,"2010-06-18 08:30:02 UTC","Evil Crime","Bâton Maléfique",,"祸罪","禍罪",,,"Short Range DEF+5. An ominous rod which inflict disasters.","Courte portée DEF+5. Bâton sinistre qui provoque des désastres.",,"近距离防御+5,散佈灾难的不祥诅咒之杖。","近距離防禦+5,散佈災難的不祥詛咒之杖。",,
178,"腐敗の杖",178,,1,50,"item_f_zx02.swf","DEF+3。超人組織の首領が振るう、生命を反転させる杖。",0,0,0,0,"2010-06-18 08:30:02 UTC","Decayed Rod","Bâton de la Pourriture",,"腐败之杖","腐敗之杖",,,"DEF+3. A rod which is wielded by the boss of the superhuman organization and capable of reversing life.","DEF+3. Bâton qui dérobe la vie.",,"防御+3,超人组织首领所挥舞，能够反转生命的杖。","防禦+3,超人組織首領所揮舞，能夠反轉生命的杖。",,
179,"アイアンメイデン",179,,0,51,"item_f_zy00.swf","近接ATK+4。スパイク付きの特殊鋼メイス。血を吸うたび赤みを帯びてゆく。",0,0,0,0,"2011-06-18 08:30:02 UTC","Iron Maiden","Iron Maiden",,"铁处女","鐵處女",,,"Short Range ATK+4. A special steel wand which is attached with nails, andbecomes red whenever it absorbs blood.","Courte portée ATK+4. Masse aux pointes en acier particulières. Elle devient rouge en aspirant le sang de ses victimes.",,"近距离攻击+4。附有钉子的特殊钢权杖。每当吸到血就会逐渐染红。","近距離攻擊+4。附有釘子的特殊鋼權杖。每當吸到血就會逐漸染紅。",,
180,"ジャッジメント",180,,1,51,"item_f_zy01.swf","近接ATK+3。遠隔DEF+2。神意に背く者に審判を下すために造られた鉄槌。",0,0,0,0,"2012-06-18 08:30:02 UTC","Judgement","Judgement",,"审判","審判",,,"Short Range ATK+3. Long Range DEF+2. A mace which is made to judge those who violate God's will.","Courte portée ATK+3. Longue portée DEF+2. Marteau pour juger ceux qui désobéissent à la volonté de Dieu.",,"近距离攻击+3。远距离防御+2。为了审判违背神之旨意者而被製作的铁鎚。","近距離攻擊+3。遠距離防禦+2。為了審判違背神之旨意者而被製作的鐵鎚。",,
181,"タイラント",181,,1,51,"item_f_zy02.swf","ATK+2。DEF+1。人外にのみ扱える全てが規格外の超重量ハンマー。",0,0,0,0,"2013-06-18 08:30:02 UTC","Tyrant","Tyrant",,"暴君","暴君",,,"ATK+2. DEF+1. A super heavy mace which can only be used by inhumans.","ATK+2. DEF+1. Marteau extrêmement lour0d que les Hommes ne peuvent soulever.",,"攻击+2。防御+1。只有非人者才能使用的完全规格外超重量鎚。","攻擊+2。防禦+1。只有非人者才能使用的完全規格外超重量鎚。",,
182,"クリザリッド",182,,0,52,"item_f_zz00.swf","近接DEF+4。蛹の形状を模した電子蟲筒。手に馴染み複数を同時に扱い易い。",0,0,0,0,"2013-06-18 08:30:02 UTC","Chrysalide","Chrysalide",,"蝶蛹","蝶蛹",,,"Short Range DEF+4. A electronic bug tube with a pupa-like form. Several bug tubes can be used easily at the same time.","Courte portée DEF+4. Boîte à insecte électronique qui prend la forme d'une larve. De petite taille, il est facile d'en manipuler plusieurs à la fois.",,"近距离防御+4。仿製蛹状的电子虫筒。用起来习惯且容易同时使用多个。","近距離防禦+4。仿製蛹狀的電子蟲筒。用起來習慣且容易同時使用多個。",,
183,"モルフォ",183,,1,52,"item_f_zz01.swf","遠隔ATK+5。収容性に優れた電子蟲筒。高エネルギーを瞬時に再充填する。",0,0,0,0,"2013-06-18 08:30:02 UTC","Morpho","Morpho",,"闪蝶","閃蝶",,,"Long Range ATK+5. A electronic bug tube with a great capacity. It can be fully charged in a short period.","Longue portée ATK+5. Boîte à insecte électronique à forte résistance. Se recharge instantanément.",,"远距离攻击+5。容量度优良的电子虫筒。可瞬间再填充高能量。","遠距離攻擊+5。容量度優良的電子蟲筒。可瞬間再填充高能量。",,
184,"レーヌ",184,,1,52,"item_f_zz02.swf","ATK+2,DEF+1。放った蟲と通信し、意のままに操る制御ロッド。",0,0,0,0,"2013-06-18 08:30:02 UTC","Reine","Reine",,"女王","女王",,,"Short Range ATK+2,DEF+1. A rod which can communicate with the bugs sent out and control them freely.","Longue portée ATK+2,DEF+1. Perche de commande qui permet de communiquer avec les insectes lâchés.",,"攻击+2。防御+1。可以与放出去的虫通信，并且随心所欲操控他们的竿子。","攻擊+2。防禦+1。可以與放出去的蟲通信，並且隨心所欲操控他們的竿子。",,
185,"巨木の弓",185,,0,53,"item_f_zza00.swf","遠隔DEF+4。異界にある巨大な樹から作られた、とても重い弓。",0,0,0,0,"2013-06-18 08:30:02 UTC","Giant Wood Bow","Arc du Grand Arbre",,"巨木之弓","巨木之弓",,,"Long Range DEF + 4. A very heavy bow which is made of a giant tree in the Underworld.","Longue portée DEF+4. Arc massif taillé à partir d'un arbre gigantesque provenant d'un autre monde.",,"远距离防御+4。以异界的巨大树木製成，非常沉重的弓。","遠距離防禦+4。以異界的巨大樹木製成，非常沉重的弓。",,
186,"アッキヌフォート",186,,1,53,"item_f_zza01.swf","遠隔ATK+3。遠隔DEF+2。高名な騎士が使用していたものを模した弓。絶対に仕損じないという。",0,0,0,0,"2013-06-18 08:30:02 UTC","Akin Fort","AkinFort",,"必中之弓","必中之弓",,,"Long Range ATK + 3. Long Range DEF + 2. A bow which is made by imitating the one used by famous knight. It is said that every shot hits the target.","Longue portée ATK+3. Longue portée DEF+2. Arc copié sur celui utilisé par un guerrier légendaire. Ne peut se détériorer.",,"远距离攻击+３。远距离防御+２。仿製有名骑士所使用过的弓。传说绝对不会有失手的情况发生。","遠距離攻擊+３。遠距離防禦+２。仿製有名騎士所使用過的弓。傳說絕對不會有失手的情況發生。",,
187,"魔樹の弓",187,,1,53,"item_f_zza02.swf","遠隔ATK+5。遠隔DEF+1。樹齢１０００年を超える異界の樹から作られた弓。",0,0,0,0,"2013-06-18 08:30:02 UTC","Magic Wood Bow","Arc du Bois Enchanté",,"魔树之弓","魔樹之弓",,,"Long Range ATK + 5. Long Range DEF + 1. A bow which is made of a tree living for more than 1000 years in the Underworld.","Longue portée ATK+5. Longue portée DEF+1. Arc qui a été traillé dans un arbre vieux de plus de 1000 ans, provenant d'un monde parallèle.",,"远距离攻击+5。远距离防御+１。以树龄超过１０００年的异界树木製成的弓。","遠距離攻擊+5。遠距離防禦+１。以樹齡超過１０００年的異界樹木製成的弓。",,
188,"ポム・ダムール",188,,0,,"item_b_x006.swf","近接ATK+2。果実を核に特殊な加工を施した強靭なハンマー。",0,0,0,0,"2013-06-18 08:30:02 UTC","Pomme d'Amour","Pomme d'Amour",,"爱的蘋果","愛的蘋果",,,"Short Range ATK + 2. A strong mace which is made with a special method used for the core of fruit.","Courte portée ATK + 2. Puissant marteau dont le manche a été soumis à un traitement particulier.",,"近距离攻击+2。对果实的核施加特殊工法的强韧鎚子。","近距離攻擊+2。對果實的核施加特殊工法的強韌鎚子。",,
189,"フェリス",189,,0,54,"item_f_zzb00.swf","近接DEF-1。遠隔ATK+5。爆発力の高い手榴弾。",0,0,0,0,"2013-06-18 08:30:02 UTC","Ferris","Félice",,"费理斯","費理斯",,,"Short Range DEF - 1. Long Range ATK + 5. A high explosive grenade.","Courte portée DEF-1. Longue portée ATK+5. Grenade puissante.",,"近距离防御-1。远距离攻击+5。爆发力强大的手榴弹。","近距離防禦-1。遠距離攻擊+5。爆發力強大的手榴彈。",,
190,"フォルトゥナ",190,,1,54,"item_f_zzb01.swf","近接ATK+3。近接DEF+2。扱いやすい大ぶりのマチェット。幸運を意味する名が付いている。",0,0,0,0,"2013-06-18 08:30:02 UTC","Fortuna","Fortuna",,"福尔图娜","福爾圖娜",,,"Short Range ATK + 3. Short Range DEF + 2. A large and easy-to-use machete. Its name has a meaning of luck.","Courte portée ATK + 3. Courte portée DEF+2. Longue machette facile à utiliser. A un nom signifiant « Bonne Fortune ».",,"近距离攻击+3。近距离防御+2。容易使用的大型砍刀。其名有幸运之意。","近距離攻擊+3。近距離防禦+2。容易使用的大型砍刀。其名有幸運之意。",,
191,"旧式セプター",191,,1,54,"item_f_zzb02.swf","ATK+2。DEF+1。2期、3期ごろの隊員に支給されていた旧式のセプター。",0,0,0,0,"2013-06-18 08:30:02 UTC","Legacy Holy Sword","Sceptre Suranné",,"旧式圣剑","舊式聖劍",,,"ATK + 2. DEF + 1. A legacy holy sword is distributed to the team members in the Stage 2 and Stage 3.","ATK+2 DEF+1. Sceptre qui était utilisé par les soldats de la seconde et troisième promotion.",,"攻击+2。防御+1。在2期、3期时代派发给队员们的旧式圣剑。","攻擊+2。防禦+1。在2期、3期時代派發給隊員們的舊式聖劍。",,
192,"溟海のカード",192,25,1,,"item_g_a000.swf","DEF+1。3の倍数ターンにHPを1回復。異界の海に住まう魔物の力が封じられたカード",0,0,0,0,,"Abyssal Sea Card","Carte de la Mer",,"溟海的卡片","溟海的卡片",,,"DEF+1recovers 1HP at turns multiple of 3. A card that sealed the power of monsters lurking in the sea of the Underworld.","DEF+1. Gagnez 1HP à chaque tour multiple de 3. Carte scellant la puissance de monstres marins d'un monde parallèle.",,"防御+1。在3的倍数回合时HP回复1。封印着潜藏在异世界之海中的魔物力量卡片。","防禦+1。在3的倍數回合時HP回復1。封印著潛藏在異世界之海中的魔物力量卡片。",,
193,"シャムーティ",193,,0,55,"item_f_zzc00.swf","大熊猫型オートマタの付属品であるフラフープ。",0,0,0,0,,"Shamouti",,,"夏姆缇","夏姆緹",,,,,,"呼拉圈，大熊猫型自动人偶的配件。","呼拉圈，大熊貓型自動人偶的配件。",,
194,"サルスチアーナ",194,,1,55,"item_f_zzc01.swf","遠隔ATK+2。遠隔DEF+3。黄金時代の遺産。特殊な繊維で出来たスカーフ。",0,0,0,0,,"Salustiana","Salustiana",,"萨斯迦纳","薩斯迦納",,,"Long range ATK+2. Long range DEF+3. A relic from the Golden Age. A scarf made of special fibers.","Courte distance ATK+2. Longue distance DEF+3. Héritage de l'Âge d'Or. Echarppe faite d'un matériau rare.",,"远距离攻击+2。远距离防御+3。黄金时代的遗产。用特殊的纤维做出来的领巾。","遠距離攻擊+2。遠距離防禦+3。黃金時代的遺產。用特殊的纖維做出來的領巾。",,
195,"ナベラーテ",195,,1,55,"item_f_zzc02.swf","ATK+2,DEF+1。黄金時代の遺産。やる気を引き出すシルクハット",0,0,0,0,,"Navelate",,,"纳贝拉缇","納貝拉緹",,,,,,"攻击+2,防御+1。黄金时代的遗产。可让人提起干劲的大礼帽。","攻擊+2,防禦+1。黃金時代的遺產。可讓人提起幹勁的大禮帽。",,
196,"グリッターハット",196,,0,57,"item_f_zzd00.swf","災厄から持ち主を守るといわれる糸で作られた帽子",0,0,0,0,,"Glitter Hat","Glitter Hat",,"金葱帽","金蔥帽",,,"A hat made of silk that was said to be able to protect the wearer from harm.","Chapeau fait d'un fil qui protège son propriétaire.",,"听说是使用能从灾厄中保护主人的丝线做成的帽子。","聽說是使用能從災厄中保護主人的絲線做成的帽子。",,
