"id","name","item_no","kind","sub_kind","duration","cond","image","image_frame","effect_image","caption","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
331,"マルセウス投票券",330,2,,0,,"item_z_b031.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Marseus","Bulletin Marseus",,"玛尔瑟斯投票券","瑪爾瑟斯投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
332,"ルート投票券",331,2,,0,,"item_z_b032.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Rood","Bulletin Rood",,"路德投票券","路德投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
333,"リュカ投票券",332,2,,0,,"item_z_b033.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Luka","Bulletin Luka",,"鲁卡投票券","魯卡投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
334,"ステイシア投票券",333,2,,0,,"item_z_b034.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Stacia","Bulletin Stacia",,"史塔夏投票券","史塔夏投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
335,"ヴォランド投票券",334,2,,0,,"item_z_b035.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Vorand","Bulletin Vorand",,"沃兰德投票券","沃蘭德投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
336,"C.C.投票券",335,2,,0,,"item_z_b036.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for C.C.","Bulletin C.C",,"C.C.投票券","C.C.投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
337,"コッブ投票券",336,2,,0,,"item_z_b037.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Cobb","Bulletin Cobb",,"柯布投票券","柯布投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
338,"イヴリン投票券",337,2,,0,,"item_z_b038.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Evelyn","Bulletin Evelyn",,"伊芙琳投票券","伊芙琳投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
339,"ブラウ投票券",338,2,,0,,"item_z_b039.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Blau","Bulletin Blau",,"布劳投票券","布勞投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
340,"カレンベルク投票券",339,2,,0,,"item_z_b040.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Karenberg","Bulletin Karenberg",,"凯伦贝克投票券","凱倫貝克投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
341,"ネネム投票券",340,2,,0,,"item_z_b041.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Nenem","Bulletin Nenem",,"音音梦投票券","音音夢投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
342,"コンラッド投票券",341,2,,0,,"item_z_b042.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Konrad","Bulletin Konrad",,"康拉德投票券","康拉德投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
343,"ビアギッテ投票券",342,2,,0,,"item_z_b043.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Birgit","Bulletin Brigitte",,"碧姬媞投票券","碧姬媞投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
344,"クーン投票券",343,2,,0,,"item_z_b044.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Kuhn","Bulletin Kuhn",,"库恩投票券","庫恩投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
345,"シャーロット投票券",344,2,,0,,"item_z_b045.swf",1,"cutinchara01_skl00.swf","2014Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Shalott","Bulletin Charlotte",,"夏洛特投票券","夏洛特投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2014Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2014Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
